number,interest,title
479423,디지털 성범죄,사이버수사대 신고 당한 상황 대처 방법
479424,손해배상,"학원에서 발생한 아이의 치아 손상 사건, 법적 책임과 대처 방안"
479425,명예훼손/모욕 일반,개인정보 공개와 관련한 상담글
479426,사기/공갈,원금 일부 상환 후 사기죄 고소 가능성에 대한 상담
479427,명예훼손/모욕 일반,단톡방 허위사실 유포에 대한 법적처벌 가능성
479428,폭행/협박/상해 일반,이종누범 스토킹과 관련한 법적 상담
479429,소송/집행절차,산재 중 개인회생 신청에 대한 정보와 조언
479430,미성년 대상 성범죄,아청법 위반 가능성에 대한 상담글
479431,손해배상,계약해지 요청에 대한 거절 상황 해결 방안
479432,교통사고/도주,스쿠터 물피도주와 재물손괴 이후 처리 방법에 대한 상담
479434,사기/공갈,전기통신금융사기와 계좌 거래정지 관련 상담
479435,계약일반/매매,법무법인 선임 후 취소 건에 대한 상담
479436,사기/공갈,공갈협박으로 피해를 보고있습니다 도와주세요
479437,교통사고/도주,교통사고 가해자 상황과 변호사 선임 시점에 대한 질문
479438,사기/공갈,용도 사기와 사실의 사기로 인한 수능 불참에 대한 상담
479439,사기/공갈,전세사기 피해와 임대인의 파산신청에 대한 이의제기
479440,수사/체포/구속,협박죄 정식재판 관련 질문
479441,디지털 성범죄,라인을 통한 영상 구매 후 신고협박 상담
479443,디지털 성범죄,AI 딥페이크 사이트의 법적 책임과 사건화 가능성
479444,수사/체포/구속,수사 진행 중인 사안에 대한 공표로 인한 명예훼손 여부
479445,사기/공갈,사기방조죄 처벌 가능성 및 대응 방안
479446,사기/공갈,강제적으로 대출금 입금 상황 해결 방안
479447,사기/공갈,상습사기죄 피의자 경찰조사 상담
479448,성매매,외국인 파트너와의 결혼 및 비자문제 상담
479449,이혼,상간소송 관련 상담글
479450,임대차,중기청 만료 전 계약해지와 임대인 파산 상황에 대한 상담
479451,사기/공갈,실업급여 부정수급과 벌금에 대한 상담
479452,임대차,빌라 장기수선충당금에 대한 상담
479453,사기/공갈,컴퓨터 사용 사기 관련 상담
479454,가사 일반,혼인신고와 부모님 생계급여 지원 중단 여부
479455,교통사고/도주,음주운전 초범과 관련된 법적 상담
479456,미성년 대상 성범죄,아청법 관련 궁금증 해결
479457,사기/공갈,투자사기 및 유사수신 의심 사례에 대한 원금 회수 방법
479458,폭행/협박/상해 일반,"군대에서 부조리를 당한 경우, 어떻게 대응해야 할까요?"
479459,고소/소송절차,재정신청 인용 가능성에 대한 질문
479460,명예훼손/모욕 일반,유튜브 악플로 인한 고소 상황과 해결방법
479461,디지털 성범죄,2D 아청물 단순 시청에 대한 법적 처벌과 적발 확률
479462,폭행/협박/상해 일반,문자협박과 명예훼손에 대한 법적 대응 방안
479463,소송/집행절차,고의 경매 사해행위취소소송에 대한 상담
479464,회생/파산,부친 사망시 유산 상속 및 부채 관련 질문
479465,대여금/채권추심,소액 대여금 반환 문제 상담
479466,사기/공갈,사이드미러 사고 이후 보험사기 혐의로 변경된 사건에 대한 상담
479467,사이버 명예훼손/모욕,SNS에서의 무단 스크린샷 및 공유에 대한 법률적 처벌 가능성
479468,손해배상,재산분할 시점과 관련된 상담글
479469,폭행/협박/상해 일반,협박죄로 인한 법적 문제와 해결방안
479470,손해배상,인테리어 공사 계약 파기와 계약금 반환에 대한 상담
479471,임대차,전세 보증금과 증여세 부과 관련 상담
479472,음주/무면허,음주운전 초범과 위험운전치상에 대한 상담
479474,사이버 명예훼손/모욕,"SNS 댓글로 인한 성적 수치심, 통매음 신고 가능성 문의"
479475,사이버 명예훼손/모욕,오픈채팅방에서의 명예훼손 및 모욕죄 상담
479476,고소/소송절차,"카카오톡 대화 유출과 명예훼손, 모욕죄에 대한 상담"
479477,디지털 성범죄,랜덤채팅을 통한 매음 사건의 가능성과 안전 기간
479481,미성년 대상 성범죄,미성년자와 랜덤채팅에서의 성적인 대화에 대한 법적 가능성
479482,매매/소유권 등,오피스텔 분양권과 주택 수 계산에 대한 상담
479483,건축/부동산 일반,경매로 취득한 부동산에서 발생한 누수 관련 질문
479484,매매/소유권 등,경매 직전 땅 상속 판매와 관련하여 땅에 있는 빚 처리 방법
479485,수사/체포/구속,경찰서 출석 대응 및 상담에 대한 가이드
479486,의료/식품의약,의료인의 설명의무 미비에 대한 상담글
479487,사기/공갈,군인간의 돈 빌려주기 문제와 해결방안
479488,명예훼손/모욕 일반,군형법 관련 초병 근무중 선임에게 욕설을 당한 경우
479489,기타 재산범죄,재물손괴와 구속 여부에 대한 상담
479490,수사/체포/구속,특수상해 피해자의 인지사건 처리 과정과 고소장 제출 문제
479491,사이버 명예훼손/모욕,뉴스 댓글로 인한 모욕죄 고소 상황 대처 방안
479492,명예훼손/모욕 일반,사진 무단 사용 및 명예훼손에 대한 상담
479493,사기/공갈,사기죄 피의자와의 불구속구공판 후 피해 보상 방법에 대한 질문
479494,명예훼손/모욕 일반,CCTV에 찍힌 모습을 광고로 사용하는 경우의 초상권 침해 여부
479495,사기/공갈,지역주택조합 사기 관련 가압류 및 압류 소송에 대한 질문
479496,계약일반/매매,(인터넷상거래)검수센터로 발송한 물건을 다시 반송받고 싶습니다.
479497,명예훼손/모욕 일반,디지털 플랫폼에서의 허위사실 유포와 법적 대응
479498,손해배상,임신 중절비용 부담과 약속 어긋남에 대한 상담
479499,고소/소송절차,사이버 명예훼손 피해자의 추가 고소 가능성에 대한 상담
479500,사기/공갈,채무부존재소송과 관련한 질문 상담
479502,사기/공갈,전 연인과의 금전관계로 인한 사기죄 고소 상담
479503,사기/공갈,코인 거래소와의 문제 상담 내용
479504,수사/체포/구속,스토킹 쌍방 고소에 대한 이해와 대처 방안
479505,명예훼손/모욕 일반,"지속적인 전화, 문자로 인한 고발 가능성에 대한 상담"
479506,소송/집행절차,근저당과 압류를 건 토지가 수용될 시 채권 보전은 어떻게 해야 하나요?
479507,계약일반/매매,헬스장 환불 규정에 대한 문의
479508,계약일반/매매,분양상가 기망행위와 계약해지 가능성에 대한 상담
479509,사기/공갈,소금액 사기죄로 소송 가능성에 대한 질문
479511,고소/소송절차,폭행죄 성립여부 및 절차에 대한 궁금증
479514,고소/소송절차,음성 통화 녹취록 제출과 목격자의 법정 출석 가능성
479515,미성년 대상 성범죄,영상 구매 후 삭제에 대한 불안감 해결 방법
479517,수사/체포/구속,검찰 송치 후 검사직무대리에서 일반 검사로 재배정의 의미
479519,고소/소송절차,공항 취업과 관련된 조사기록에 대한 상담
479520,기타 재산범죄,배우자 주거지 방문 후 주거침입 형사고소 상황
479522,기타 재산범죄,택배기사의 억울한 절도 혐의와 벌금형
479525,폭행/협박/상해 일반,불특정 대상에 대한 협박죄 관련 질문
479526,형사일반/기타범죄,물건을 돌려받아도 절도죄로 고소가능한가요?
479527,디지털 성범죄,온라인 게임 중 상대방의 통매음 고소 가능성에 대한 상담
479528,고소/소송절차,"알바와 사장님 간의 마찰(절도, 직장 내 괴롭힘, 개인정보보호법 등)"
479529,명예훼손/모욕 일반,게임 일대일 채팅에서의 모욕죄나 명예훼손 가능성
479531,형사일반/기타범죄,과거 연인과의 관계로 인한 법적 문제 상담
479532,수사/체포/구속,스토킹 관련 보완수사요구 이유와 대처방법
479534,고소/소송절차,추완항소장에 대한 답변서 준비에 대한 조언 요청
479535,기타 재산범죄,온라인 거래 중 발생한 협박 문제와 법적 대응 방법
479537,교통사고/도주,택시 승객과 전동외발통 사고 상담 및 경찰 대처 방안
479538,횡령/배임,형사적 민사적으로 각각 어떤법률로 고소해야되는지에 대한 상담
479539,고소/소송절차,"알바비 미지금 관련, 협박 가능성에 대한 상담"
479540,임대차,전세 계약만기 이전에 임차권등기 설정 가능성 및 민형사상 조치 방안
479542,디지털 성범죄,몰카협박 및 강간 혐의에 대한 부인 여부 고민
479544,폭행/협박/상해 일반,협박미수에 대한 처벌 가능성은?
479545,사기/공갈,연애 사기와 기망죄에 대한 상담
479547,손해배상,합의이혼 후 재산분할 및 소송 가능성에 대한 상담
479549,임대차,전세금 반환 어려움 상황 대처 방안
479550,고소/소송절차,보복성 고소 남발에 대한 조치에 대한 상담
479551,고소/소송절차,변호사 비밀의무에 대한 질문
479553,성매매,아동 성매매 미수 관련 상담
479554,매매/소유권 등,전세권 설정자와 확정일자 부여자의 경매순위에 대한 상담
479555,임대차,불법증축 미등기 임대차 보증금 반환 문제에 대한 상담
479556,폭행/협박/상해 일반,인터넷 어플을 통한 협박 상황 해결 방안
479557,사기/공갈,위조사문서행사 성립에 대한 문의
479559,폭행/협박/상해 일반,학생들에 의한 허위사실 유포와 협박에 대한 대응 방안
479560,디지털 성범죄,어플을 통한 사진 공유 후 고소 위협에 대한 상담
479561,사기/공갈,상속 과정 중 무의식적인 상속 포기 상황에 대한 상담
479562,폭행/협박/상해 일반,모욕 사건에 대한 처벌 가능성
479563,임대차,상가임대 하수관 문제와 공인중개사의 책임
479564,건축/부동산 일반,계약시 없던 결로곰팡이 발견 시 대처 방안
479565,명예훼손/모욕 일반,업무 방해죄 성립 여부에 대한 상담
479566,대여금/채권추심,채무자 혼자 공증 작성 가능성과 준비물에 대한 안내
479567,이혼,협의 이혼 후 재산 포기 각서와 재산분할청구 가능성
479568,사이버 명예훼손/모욕,업무 방해죄 성립 여부와 관련된 상담
479569,사기/공갈,구공판 관련 상담글
479571,수사/체포/구속,강제추행 고소 후 무혐의 처리와 무고죄 역고소 상황
479572,명예훼손/모욕 일반,성범죄피해 배우자에게 판결문 보내는 행위에 대한 상담
479573,사기/공갈,보험 설계사와의 문제 상담
479575,명예훼손/모욕 일반,방송 플랫폼을 이용한 명예훼손 상담
479577,수사/체포/구속,주택법 위반과 위장전입에 대한 국토부 고발로 인한 수사의뢰 상담
479579,사기/공갈,사기 형사 사건 불송치 결정에 대한 이의신청과 변호사 도움
479580,대여금/채권추심,물품대금소송 '사업자대여'로 1심 패소
479581,임대차,보증금 반환 지연 및 강제집행 가능 여부에 대한 상담
479582,사기/공갈,전화번호를 담보로 채권추심이 가능한가요?
479583,사기/공갈,식당에서 미결제 후 신고당한 경우의 처리 방안
